employee_id,sex,job_title,job_family,job_level,legal_entity,country,department,fte,full_time_weekly_hours,base_salary,variable_pay,allowances,benefits_in_kind,hire_date,birth_year,performance_rating
E00030,F,Senior Account Executive,Sales,3,ES SL,ES,Sales,0.8,40,48597.0,5689.0,0.0,0.0,2021-02-21,1991,4
E00031,F,HR Director,People,5,IE Ltd,IE,People,1.0,39,96866.0,8361.0,6000.0,1500.0,2017-06-08,1988,3
E00032,M,Site Director,Operations,5,NL BV,NL,Operations,1.0,38,94152.0,4944.0,6000.0,1500.0,2019-06-28,1978,4
E00033,F,HR Business Partner,People,3,IE Ltd,IE,People,1.0,39,54955.0,3468.0,0.0,0.0,2021-07-19,1987,2
E00034,M,Support Team Lead,Customer Support,3,FR SAS,FR,Customer Support,1.0,35,55547.0,2755.0,0.0,0.0,2018-03-26,1997,4
E00035,F,Senior Engineer,Engineering,3,IE Ltd,IE,Engineering,0.8,39,76181.0,3383.0,0.0,0.0,2022-07-30,1998,3
E00036,M,Engineer,Engineering,2,ES SL,ES,Engineering,1.0,40,40790.0,2941.0,0.0,0.0,2023-07-07,2000,2
E00037,M,Support Team Lead,Customer Support,3,FR SAS,FR,Customer Support,1.0,35,51334.0,3170.0,0.0,0.0,2014-12-01,1986,3
E00038,M,Account Executive,Sales,2,ES SL,ES,Sales,1.0,40,36822.0,9738.0,0.0,0.0,2018-03-06,1993,2
E00039,M,Senior Accountant,Finance,3,ES SL,ES,Finance,1.0,40,47796.0,3402.0,0.0,0.0,2023-05-24,1995,3
E00040,M,Shift Lead,Operations,2,IE Ltd,IE,Operations,1.0,39,45902.0,1611.0,2926.0,0.0,2020-11-22,1993,3
E00041,M,Finance Manager,Finance,4,NL BV,NL,Finance,1.0,38,95193.0,5057.0,0.0,0.0,2014-11-21,1981,2
E00042,F,Accountant,Finance,2,ES SL,ES,Finance,1.0,40,34504.0,3404.0,0.0,0.0,2024-10-21,1997,3
E00043,M,Engineering Director,Engineering,6,FR SAS,FR,Engineering,1.0,35,145553.0,12709.0,6000.0,0.0,2019-05-31,1982,3
E00044,M,Site Director,Operations,5,ES SL,ES,Operations,1.0,40,55853.0,1351.0,6000.0,0.0,2019-02-15,1988,3
E00045,F,Junior Engineer,Engineering,1,DE GmbH,DE,Engineering,0.6,40,40940.0,2282.0,0.0,0.0,2024-05-12,2002,3
E00046,F,Sales Manager,Sales,4,ES SL,ES,Sales,1.0,40,52363.0,14612.0,0.0,0.0,2018-12-17,1985,3
E00047,F,Support Manager,Customer Support,4,IE Ltd,IE,Customer Support,1.0,39,56963.0,0.0,0.0,0.0,2019-09-22,1983,3
E00048,F,Support Team Lead,Customer Support,3,IE Ltd,IE,Customer Support,1.0,39,52013.0,2987.0,0.0,0.0,2013-06-27,1987,3
E00049,F,Senior Support Agent,Customer Support,2,DE GmbH,DE,Customer Support,1.0,40,42834.0,1207.0,0.0,0.0,2019-02-19,1989,3
E00050,M,Warehouse Operative,Operations,1,DE GmbH,DE,Operations,1.0,40,30035.0,974.0,3071.0,0.0,2023-03-04,2002,1
E00051,F,Engineer,Engineering,2,ES SL,ES,Engineering,1.0,40,45876.0,5040.0,0.0,0.0,2014-05-14,1989,3
E00052,M,Accountant,Finance,2,ES SL,ES,Finance,0.5,40,37506.0,0.0,0.0,0.0,2016-05-03,1986,2
E00053,M,Senior Engineer,Engineering,3,FR SAS,FR,Engineering,1.0,35,68653.0,8061.0,0.0,0.0,2023-11-17,1990,3
E00054,F,Engineer,Engineering,2,NL BV,NL,Engineering,0.8,38,56208.0,0.0,0.0,0.0,2019-05-11,1997,3
E00055,F,Operations Manager,Operations,4,ES SL,ES,Operations,1.0,40,54385.0,2833.0,0.0,0.0,2009-09-08,1980,3
E00056,M,Shift Lead,Operations,2,FR SAS,FR,Operations,1.0,35,37041.0,1795.0,3010.0,0.0,2023-05-23,1995,4
E00057,M,Support Team Lead,Customer Support,3,ES SL,ES,Customer Support,1.0,40,46548.0,2986.0,0.0,0.0,2018-08-29,1993,3
E00058,F,Senior Support Agent,Customer Support,2,FR SAS,FR,Customer Support,1.0,35,46181.0,1363.0,0.0,0.0,2020-01-15,1996,5
E00059,F,Finance Director,Finance,5,FR SAS,FR,Finance,1.0,35,99464.0,4432.0,6000.0,1500.0,2020-09-18,1982,3
E00060,M,Engineer,Engineering,2,NL BV,NL,Engineering,1.0,38,57963.0,2733.0,0.0,0.0,2024-09-26,2001,3
E00061,F,Senior Support Agent,Customer Support,2,DE GmbH,DE,Customer Support,1.0,40,47709.0,3054.0,0.0,0.0,2022-12-16,2002,3
E00062,M,Engineer,Engineering,2,DE GmbH,DE,Engineering,1.0,40,57509.0,0.0,0.0,0.0,2022-05-25,1997,3
E00063,F,Sales Associate,Sales,1,ES SL,ES,Sales,1.0,40,24734.0,6111.0,0.0,0.0,2024-07-27,1996,3
E00064,F,HR Assistant,People,1,FR SAS,FR,People,1.0,35,30751.0,2144.0,0.0,0.0,2023-07-15,1997,4
E00065,M,Support Team Lead,Customer Support,3,DE GmbH,DE,Customer Support,1.0,40,60260.0,2312.0,0.0,0.0,2023-11-07,1991,3
E00066,M,HR Generalist,People,2,FR SAS,FR,People,1.0,35,43386.0,0.0,0.0,0.0,2024-11-12,1997,3
E00067,M,Operations Supervisor,Operations,3,DE GmbH,DE,Operations,1.0,40,47366.0,1550.0,2496.0,0.0,2023-10-22,1993,3
E00068,M,Senior Support Agent,Customer Support,2,DE GmbH,DE,Customer Support,1.0,40,53853.0,2208.0,0.0,0.0,2019-10-30,1994,4
E00069,M,Engineering Director,Engineering,6,DE GmbH,DE,Engineering,1.0,40,146206.0,8768.0,6000.0,0.0,2021-05-14,1982,1
E00070,F,Senior Support Agent,Customer Support,2,DE GmbH,DE,Customer Support,0.6,40,38551.0,0.0,0.0,0.0,2023-08-14,1998,2
E00071,M,Warehouse Operative,Operations,1,DE GmbH,DE,Operations,1.0,40,31459.0,1740.0,3435.0,0.0,2023-06-24,1998,4
E00072,M,Principal Engineer,Engineering,5,FR SAS,FR,Engineering,1.0,35,150765.0,14169.0,6000.0,0.0,2010-01-27,1976,3
E00073,M,Senior Accountant,Finance,3,DE GmbH,DE,Finance,1.0,40,65635.0,4965.0,0.0,0.0,2021-05-23,1991,4
E00074,M,Staff Engineer,Engineering,4,DE GmbH,DE,Engineering,1.0,40,115148.0,13328.0,0.0,0.0,2011-03-02,1978,3
E00075,F,Finance Director,Finance,5,DE GmbH,DE,Finance,1.0,40,100111.0,10544.0,6000.0,0.0,2017-04-26,1980,3
E00076,M,Site Director,Operations,5,DE GmbH,DE,Operations,1.0,40,96121.0,6723.0,6000.0,1500.0,2018-11-19,1978,2
E00077,F,Support Agent,Customer Support,1,IE Ltd,IE,Customer Support,0.5,39,31922.0,672.0,0.0,0.0,2023-04-25,1996,3
E00078,F,Account Executive,Sales,2,ES SL,ES,Sales,1.0,40,36144.0,12663.0,0.0,0.0,2017-06-21,1989,4
E00079,F,Senior Account Executive,Sales,3,ES SL,ES,Sales,1.0,40,41460.0,10651.0,0.0,0.0,2023-02-24,1989,4
E00080,F,Support Agent,Customer Support,1,IE Ltd,IE,Customer Support,0.6,39,30746.0,0.0,0.0,0.0,2018-10-11,2000,3
E00081,F,Support Team Lead,Customer Support,3,ES SL,ES,Customer Support,0.8,40,42868.0,1783.0,0.0,0.0,2017-03-05,1989,4
E00082,M,Junior Engineer,Engineering,1,FR SAS,FR,Engineering,1.0,35,43592.0,0.0,0.0,0.0,2020-10-02,1996,3
E00083,F,Senior Account Executive,Sales,3,IE Ltd,IE,Sales,0.5,39,52426.0,4879.0,0.0,0.0,2019-08-25,1990,3
E00084,F,HR Assistant,People,1,DE GmbH,DE,People,1.0,40,39735.0,0.0,0.0,0.0,2025-04-16,2007,2
E00085,M,Warehouse Operative,Operations,1,ES SL,ES,Operations,1.0,40,21060.0,0.0,0.0,0.0,2020-05-13,1997,3
E00086,M,VP Sales,Sales,6,FR SAS,FR,Sales,1.0,35,119282.0,53425.0,6000.0,1500.0,2016-02-11,1980,3
E00087,F,Regional Sales Director,Sales,5,ES SL,ES,Sales,1.0,40,63096.0,6937.0,6000.0,1500.0,2021-06-18,1981,3
E00088,F,Warehouse Operative,Operations,1,FR SAS,FR,Operations,0.8,35,25174.0,1685.0,1539.0,0.0,2024-08-15,1995,3
E00089,M,Senior Support Agent,Customer Support,2,DE GmbH,DE,Customer Support,1.0,40,40841.0,1484.0,0.0,0.0,2022-03-16,2003,3
E00090,M,Operations Manager,Operations,4,DE GmbH,DE,Operations,1.0,40,69548.0,0.0,0.0,1500.0,2023-03-19,1978,4
E00091,F,Support Agent,Customer Support,1,FR SAS,FR,Customer Support,1.0,35,31391.0,0.0,0.0,0.0,2024-09-10,2003,3
E00092,M,Shift Lead,Operations,2,ES SL,ES,Operations,0.5,40,27795.0,540.0,770.0,0.0,2019-01-09,1988,3
E00093,M,Account Executive,Sales,2,IE Ltd,IE,Sales,1.0,39,56059.0,12660.0,0.0,0.0,2017-09-21,1998,2
E00094,M,Sales Manager,Sales,4,ES SL,ES,Sales,1.0,40,57126.0,15952.0,0.0,1500.0,2019-04-30,1989,2
E00095,F,Engineer,Engineering,2,FR SAS,FR,Engineering,1.0,35,50241.0,0.0,0.0,0.0,2022-01-28,1991,3
E00096,M,Engineer,Engineering,2,FR SAS,FR,Engineering,1.0,35,50150.0,1865.0,0.0,0.0,2021-07-16,1997,3
E00097,M,Regional Sales Director,Sales,5,IE Ltd,IE,Sales,0.6,39,100196.0,17574.0,3600.0,0.0,2020-01-01,1983,2
E00098,M,Support Manager,Customer Support,4,FR SAS,FR,Customer Support,1.0,35,72424.0,3008.0,0.0,1500.0,2016-02-29,1985,3
E00099,F,HR Director,People,5,FR SAS,FR,People,1.0,35,92935.0,6818.0,6000.0,1500.0,2019-11-21,1979,3
E00100,M,Warehouse Operative,Operations,1,NL BV,NL,Operations,1.0,38,31318.0,2678.0,0.0,0.0,2024-03-03,2004,4
E00101,M,Engineer,Engineering,2,NL BV,NL,Engineering,1.0,38,67074.0,6588.0,0.0,0.0,2017-02-21,1987,4
E00102,M,Engineer,Engineering,2,ES SL,ES,Engineering,1.0,40,49984.0,3472.0,0.0,0.0,2015-10-22,1990,4
E00103,F,Account Executive,Sales,2,FR SAS,FR,Sales,1.0,35,39172.0,7345.0,0.0,0.0,2022-11-04,1987,3
E00104,M,Operations Supervisor,Operations,3,DE GmbH,DE,Operations,1.0,40,67487.0,3313.0,3050.0,0.0,2018-05-18,1988,3
E00105,M,Junior Engineer,Engineering,1,NL BV,NL,Engineering,1.0,38,47954.0,4471.0,0.0,0.0,2023-07-22,1997,4
E00106,M,Senior Account Executive,Sales,3,NL BV,NL,Sales,1.0,38,66725.0,22686.0,0.0,0.0,2022-12-13,1990,4
E00107,F,Senior Account Executive,Sales,3,FR SAS,FR,Sales,1.0,35,57164.0,7865.0,0.0,0.0,2024-01-19,1996,3
E00108,F,Senior Support Agent,Customer Support,2,DE GmbH,DE,Customer Support,1.0,40,42528.0,3860.0,0.0,0.0,2025-02-28,1996,4
E00109,M,Support Agent,Customer Support,1,DE GmbH,DE,Customer Support,1.0,40,36794.0,0.0,0.0,0.0,2019-02-08,1994,4
E00110,F,Sales Manager,Sales,4,ES SL,ES,Sales,1.0,40,53857.0,7469.0,0.0,0.0,2019-02-12,1989,2
E00111,M,CFO,Finance,6,ES SL,ES,Finance,1.0,40,109040.0,19833.0,6000.0,1500.0,2017-12-11,1984,3
E00112,M,Finance Assistant,Finance,1,ES SL,ES,Finance,1.0,40,26829.0,1581.0,0.0,0.0,2024-11-28,1998,4
E00113,M,Finance Manager,Finance,4,NL BV,NL,Finance,1.0,38,97211.0,0.0,0.0,1500.0,2021-03-05,1981,1
E00114,F,Senior Support Agent,Customer Support,2,FR SAS,FR,Customer Support,1.0,35,43976.0,4219.0,0.0,0.0,2023-04-23,1984,4
E00115,F,Engineer,Engineering,2,FR SAS,FR,Engineering,1.0,35,49835.0,5651.0,0.0,0.0,2025-01-01,1996,2
E00116,F,Warehouse Operative,Operations,1,FR SAS,FR,Operations,1.0,35,28349.0,0.0,2006.0,0.0,2018-12-28,1998,2
E00117,F,Junior Engineer,Engineering,1,FR SAS,FR,Engineering,0.8,35,44673.0,0.0,0.0,0.0,2020-09-05,1995,3
E00118,F,Sales Associate,Sales,1,ES SL,ES,Sales,1.0,40,25197.0,4347.0,0.0,0.0,2024-12-19,2004,3
E00119,M,VP Customer Experience,Customer Support,6,DE GmbH,DE,Customer Support,1.0,40,104514.0,3642.0,6000.0,0.0,2013-04-18,1970,3
E00120,F,Account Executive,Sales,2,DE GmbH,DE,Sales,1.0,40,57093.0,7007.0,0.0,0.0,2020-02-18,1989,3
E00121,M,Junior Engineer,Engineering,1,DE GmbH,DE,Engineering,1.0,40,46844.0,0.0,0.0,0.0,2022-05-27,2000,3
E00122,M,Shift Lead,Operations,2,ES SL,ES,Operations,1.0,40,29309.0,2485.0,1473.0,0.0,2017-11-12,1989,3
E00123,F,Senior Accountant,Finance,3,FR SAS,FR,Finance,1.0,35,71141.0,7174.0,0.0,0.0,2021-07-24,1984,4
E00124,F,Junior Engineer,Engineering,1,DE GmbH,DE,Engineering,0.5,40,48105.0,1662.0,0.0,0.0,2014-12-26,1991,4
E00125,F,Shift Lead,Operations,2,ES SL,ES,Operations,1.0,40,25752.0,1641.0,0.0,0.0,2024-05-26,1992,4
E00126,M,Finance Manager,Finance,4,NL BV,NL,Finance,1.0,38,85439.0,6617.0,0.0,1500.0,2019-03-31,1981,2
E00127,M,Site Director,Operations,5,IE Ltd,IE,Operations,1.0,39,79449.0,5528.0,6000.0,1500.0,2022-05-28,1985,1
E00128,X,Senior Account Executive,Sales,3,DE GmbH,DE,Sales,1.0,40,72094.0,22847.0,0.0,0.0,2020-01-01,1990,4
E00129,M,Junior Engineer,Engineering,1,FR SAS,FR,Engineering,1.0,35,43364.0,2090.0,0.0,0.0,2024-08-22,1997,4
E00130,M,Warehouse Operative,Operations,1,ES SL,ES,Operations,1.0,40,25417.0,0.0,1510.0,0.0,2017-05-25,1995,5
E00131,F,Account Executive,Sales,2,FR SAS,FR,Sales,1.0,35,42799.0,12897.0,0.0,0.0,2022-05-25,2002,3
E00132,M,Engineer,Engineering,2,DE GmbH,DE,Engineering,1.0,40,62658.0,0.0,0.0,0.0,2022-12-05,1997,3
E00133,F,Support Team Lead,Customer Support,3,IE Ltd,IE,Customer Support,0.5,39,52715.0,1479.0,0.0,0.0,2022-12-21,1996,3
E00134,M,Warehouse Operative,Operations,1,DE GmbH,DE,Operations,0.5,40,35398.0,0.0,0.0,0.0,2021-05-21,2001,3
E00135,M,Engineer,Engineering,2,DE GmbH,DE,Engineering,1.0,40,63734.0,9308.0,0.0,0.0,2022-12-09,1996,4
E00136,M,Account Executive,Sales,2,DE GmbH,DE,Sales,1.0,40,50190.0,15292.0,0.0,0.0,2021-10-27,2003,4
E00137,M,Finance Assistant,Finance,1,DE GmbH,DE,Finance,1.0,40,40828.0,6262.0,0.0,0.0,2021-10-19,2000,2
E00138,M,Operations Manager,Operations,4,FR SAS,FR,Operations,1.0,35,58693.0,3490.0,0.0,1500.0,2023-06-24,1990,3
E00139,M,Senior Engineer,Engineering,3,DE GmbH,DE,Engineering,1.0,40,74857.0,7711.0,0.0,0.0,2023-03-18,1990,4
E00140,F,Regional Sales Director,Sales,5,DE GmbH,DE,Sales,1.0,40,106167.0,27069.0,6000.0,1500.0,2018-10-12,1981,4
E00141,M,Regional Sales Director,Sales,5,IE Ltd,IE,Sales,1.0,39,108673.0,40905.0,6000.0,1500.0,2017-02-23,1979,3
E00142,F,Engineer,Engineering,2,IE Ltd,IE,Engineering,1.0,39,61497.0,0.0,0.0,0.0,2018-07-22,1990,3
E00143,M,Senior Support Agent,Customer Support,2,IE Ltd,IE,Customer Support,1.0,39,35643.0,2376.0,0.0,0.0,2023-11-01,1989,3
E00144,F,Sales Associate,Sales,1,FR SAS,FR,Sales,1.0,35,34026.0,18408.0,0.0,0.0,2024-12-17,2003,5
E00145,F,HR Manager,People,4,ES SL,ES,People,1.0,40,50075.0,4444.0,0.0,0.0,2021-08-29,1984,3
E00146,M,Senior Account Executive,Sales,3,DE GmbH,DE,Sales,1.0,40,63281.0,8915.0,0.0,0.0,2017-11-05,1985,3
E00147,M,Support Manager,Customer Support,4,IE Ltd,IE,Customer Support,1.0,39,63658.0,3411.0,0.0,0.0,2021-05-12,1997,4
E00148,M,Account Executive,Sales,2,IE Ltd,IE,Sales,1.0,39,55666.0,32427.0,0.0,0.0,2015-12-26,1987,3
E00149,M,HR Generalist,People,2,ES SL,ES,People,1.0,40,35103.0,0.0,0.0,0.0,2010-11-12,1991,4
E00150,M,Principal Engineer,Engineering,5,DE GmbH,DE,Engineering,0.8,40,127116.0,9996.0,4800.0,1500.0,2021-12-18,1992,3
E00151,F,Finance Manager,Finance,4,FR SAS,FR,Finance,1.0,35,88621.0,13933.0,0.0,1500.0,2022-07-17,1984,4
E00152,M,Sales Manager,Sales,4,ES SL,ES,Sales,1.0,40,59872.0,32974.0,0.0,1500.0,2017-12-29,1984,3
E00153,M,Sales Manager,Sales,4,ES SL,ES,Sales,1.0,40,53089.0,15410.0,0.0,0.0,2021-02-01,1988,2
E00154,M,Site Director,Operations,5,NL BV,NL,Operations,1.0,38,81892.0,4544.0,6000.0,1500.0,2021-06-22,1983,2
E00155,M,Account Executive,Sales,2,DE GmbH,DE,Sales,1.0,40,52955.0,17467.0,0.0,0.0,2017-12-01,1994,4
E00156,F,Support Team Lead,Customer Support,3,NL BV,NL,Customer Support,1.0,38,50930.0,5135.0,0.0,0.0,2019-12-22,1992,3
E00157,M,Warehouse Operative,Operations,1,NL BV,NL,Operations,1.0,38,34500.0,1267.0,2062.0,0.0,2021-03-26,1997,3
E00158,F,Sales Associate,Sales,1,DE GmbH,DE,Sales,1.0,40,38589.0,6560.0,0.0,0.0,2017-05-20,1997,2
E00159,F,Accountant,Finance,2,IE Ltd,IE,Finance,0.8,39,45476.0,4643.0,0.0,0.0,2024-10-31,1998,3
E00160,F,Regional Sales Director,Sales,5,DE GmbH,DE,Sales,1.0,40,105702.0,19301.0,6000.0,1500.0,2022-09-16,1984,3
E00161,M,Site Director,Operations,5,ES SL,ES,Operations,1.0,40,54061.0,2373.0,6000.0,0.0,2021-01-26,1984,2
E00162,M,Principal Engineer,Engineering,5,IE Ltd,IE,Engineering,1.0,39,145656.0,18837.0,6000.0,1500.0,2012-04-16,1983,3
E00163,M,Engineer,Engineering,2,NL BV,NL,Engineering,1.0,38,67135.0,4726.0,0.0,0.0,2007-05-06,1994,3
E00164,M,Finance Assistant,Finance,1,IE Ltd,IE,Finance,1.0,39,40140.0,4644.0,0.0,0.0,2023-07-24,2005,2
E00165,F,Support Agent,Customer Support,1,NL BV,NL,Customer Support,0.6,38,34633.0,756.0,0.0,0.0,2018-02-16,2003,2
E00166,M,Senior Support Agent,Customer Support,2,NL BV,NL,Customer Support,1.0,38,43016.0,2569.0,0.0,0.0,2018-04-04,1997,2
E00167,F,Support Manager,Customer Support,4,FR SAS,FR,Customer Support,1.0,35,63440.0,0.0,0.0,1500.0,2022-03-07,1992,2
E00168,M,Support Manager,Customer Support,4,DE GmbH,DE,Customer Support,1.0,40,73640.0,3973.0,0.0,0.0,2014-07-17,1976,2
E00169,F,Support Agent,Customer Support,1,ES SL,ES,Customer Support,0.6,40,21924.0,405.0,0.0,0.0,2024-09-04,2007,3
E00170,M,Support Manager,Customer Support,4,ES SL,ES,Customer Support,1.0,40,46262.0,2862.0,0.0,1500.0,2021-05-15,1983,4
E00171,M,Staff Engineer,Engineering,4,NL BV,NL,Engineering,1.0,38,97368.0,5535.0,0.0,0.0,2017-08-19,1988,1
E00172,F,Shift Lead,Operations,2,ES SL,ES,Operations,1.0,40,25559.0,0.0,2179.0,0.0,2019-12-14,1993,3
E00173,M,VP Sales,Sales,6,ES SL,ES,Sales,1.0,40,99551.0,31510.0,6000.0,1500.0,2016-09-08,1974,3
E00174,M,HR Generalist,People,2,NL BV,NL,People,1.0,38,45704.0,0.0,0.0,0.0,2024-05-27,1986,3
E00175,F,Regional Sales Director,Sales,5,IE Ltd,IE,Sales,1.0,39,90796.0,23545.0,6000.0,1500.0,2021-11-21,1980,4
E00176,F,Finance Director,Finance,5,NL BV,NL,Finance,0.5,38,116428.0,5844.0,3000.0,1500.0,2018-05-04,1980,4
E00177,F,Operations Supervisor,Operations,3,DE GmbH,DE,Operations,1.0,40,50567.0,1702.0,0.0,0.0,2019-06-10,1984,3
E00178,F,Accountant,Finance,2,IE Ltd,IE,Finance,1.0,39,49195.0,2999.0,0.0,0.0,2023-08-17,1988,4
E00179,F,Sales Associate,Sales,1,IE Ltd,IE,Sales,0.5,39,33441.0,2699.0,0.0,0.0,2021-12-18,2001,3
E00180,M,Senior Support Agent,Customer Support,2,IE Ltd,IE,Customer Support,1.0,39,38679.0,3421.0,0.0,0.0,2023-10-17,1995,2
E00181,F,Senior Engineer,Engineering,3,DE GmbH,DE,Engineering,0.6,40,79984.0,0.0,0.0,0.0,2020-08-03,1990,3
E00182,M,Support Team Lead,Customer Support,3,DE GmbH,DE,Customer Support,1.0,40,58348.0,0.0,0.0,0.0,2022-11-20,1986,3
E00183,X,Senior Support Agent,Customer Support,2,ES SL,ES,Customer Support,1.0,40,26764.0,1353.0,0.0,0.0,2023-04-27,2000,2
E00184,M,Warehouse Operative,Operations,1,ES SL,ES,Operations,1.0,40,25320.0,2106.0,1544.0,0.0,2016-05-12,1995,4
E00185,F,Support Agent,Customer Support,1,DE GmbH,DE,Customer Support,1.0,40,35739.0,2170.0,0.0,0.0,2024-04-22,1992,4
E00186,F,Support Manager,Customer Support,4,DE GmbH,DE,Customer Support,1.0,40,70253.0,3638.0,0.0,0.0,2022-09-12,1989,4
E00187,M,Engineering Director,Engineering,6,IE Ltd,IE,Engineering,1.0,39,154300.0,13138.0,6000.0,0.0,2022-03-30,1983,3
E00188,M,Senior Account Executive,Sales,3,NL BV,NL,Sales,0.6,38,58356.0,10051.0,0.0,0.0,2022-09-30,1993,2
E00189,M,Sales Associate,Sales,1,DE GmbH,DE,Sales,1.0,40,42893.0,12083.0,0.0,0.0,2021-07-13,2006,3
E00190,M,VP Sales,Sales,6,DE GmbH,DE,Sales,0.5,40,147417.0,24048.0,3000.0,0.0,2014-09-18,1973,3
E00191,F,Support Agent,Customer Support,1,IE Ltd,IE,Customer Support,1.0,39,39693.0,0.0,0.0,0.0,2016-04-18,1993,3
E00192,M,Account Executive,Sales,2,DE GmbH,DE,Sales,1.0,40,49204.0,19887.0,0.0,0.0,2020-05-26,1999,2
E00193,M,Warehouse Operative,Operations,1,IE Ltd,IE,Operations,1.0,39,31823.0,1206.0,0.0,0.0,2022-09-16,1996,4
E00194,M,Sales Manager,Sales,4,FR SAS,FR,Sales,1.0,35,79147.0,20679.0,0.0,1500.0,2017-11-07,1985,3
E00195,F,Operations Supervisor,Operations,3,FR SAS,FR,Operations,1.0,35,42735.0,2710.0,1723.0,0.0,2018-03-14,1988,3
E00196,M,Support Manager,Customer Support,4,DE GmbH,DE,Customer Support,1.0,40,75394.0,0.0,0.0,0.0,2017-11-25,1984,3
E00197,F,Senior Account Executive,Sales,3,NL BV,NL,Sales,0.5,38,71954.0,10839.0,0.0,0.0,2019-12-17,1993,4
E00198,F,Account Executive,Sales,2,ES SL,ES,Sales,1.0,40,30986.0,0.0,0.0,0.0,2022-04-22,1996,3
E00199,M,Head of Support,Customer Support,5,ES SL,ES,Customer Support,1.0,40,70019.0,4100.0,6000.0,1500.0,2019-01-01,1978,4
